,토픽,검색어,발행일,언론사,타이틀,뉴스URL,요약키워드,컨텐트,제목내최초기업명,기업기준동일기사개수_이틀간,지피티스코어,제목스코어,크롤링일자,기업기준동일기사개수_일주일,뉴스전문,발행일시,인덱스,중복기업기사제거
348,회사채,회사채,2023-06-13,뉴스투데이,"한투운용, 연말까지 투자하기 좋은 '회사채 ETF' 제시",http://www.enewstoday.co.kr/news/articleView.html?idxno=2009006,"""한투운용"", ""투자"", ""회사채 ETF"", ""상장지수펀드"", ""신용등급 AA-""",한국투자신탁운용은 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 'ACE 23-12 회사채(AA-이상)액티브'를... 편입 자산은 KIS종합채권지수 구성종목 중 △신용등급 AA- 이상 △특수채·은행채·기타금융채·회사채... ,한투운용,12.0,9.5,2.0,2023-06-14,12.0,,2023-06-13 10:09:00,19.0,False
349,회사채,회사채,2023-06-13,데일리안,"한투운용, “ACE 23-12 회사채 액티브, 연말까지 투자 용이”",https://www.dailian.co.kr/news/view/1242850/?sc=Naver,"[한투운용], [ACE 23-12 회사채 액티브], [만기수익률], [ETF]","한국투자신탁운용은 13일 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 ‘ACE 23-12 회사채(AA-이상)액티브’를 제시했다. ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF로, 기존 채권형 ETF와 달리 만기 시점에... ",한투운용,12.0,8.5,2.0,2023-06-14,12.0,"전날 기준 만기수익률 연 4.08%ⓒ한국투자신탁운용[데일리안 = 황인욱 기자] 한국투자신탁운용은 13일 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 ‘ACE 23-12 회사채(AA-이상)액티브’를 제시했다.ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF로, 기존 채권형 ETF와 달리 만기 시점에 자동 청산되는 것이 특징이다.청산 시점은 상품명에 표기된 숫자 '23-12'에서 알 수 있듯이 2023년 12월이며, 해당 시점에 투자자는 원금과 함께 이자수익을 받을 수 있다.12일 기준 해당 ETF의 만기수익률(YTM)은 연 4.08%로, 동일 만기시점(23-12) ETF 중 가장 높다.해당 ETF의 비교지수는 KIS자산평가에서 산출·발표하는 ‘KIS 크레딧2312만기형 총수익지수’이며, 액티브 ETF 특성상 비교지수 대비 초과성과를 목표로 운용된다.편입 자산은 KIS종합채권지수 구성종목 중 ▲신용등급 AA- 이상 ▲특수채·은행채·기타금융채·회사채 ▲발행잔액 500억원 이상인 우량 종목이다. 다만, 수익성을 높이기 위해 특수채 및 은행채 발행잔액 비중은 40%로 제한하고 있다.김찬영 한국투자신탁운용 디지털ETF마케팅본부장은 “만기매칭형 ETF는 일반적인 ETF에 실물 채권 투자의 장점을 더한 상품으로 수익성과 안정성을 동시에 추구한다”며 “금리 상승기에는 분할 매수를 통해 더 높아진 이자수익을 누릴 수 있고, 반대로 금리 하락기에는 만기 이전 매도를 통해 자본차익을 추구할 수 있어 현재 시점에서 유휴자금 투자처로 주목할 만하다”고 말했다.",2023-06-13 09:22:00,16.0,True
350,회사채,회사채,2023-06-13,매일경제,한투운용의 추천...‘4% 확정 수익’ 만기매칭형 회사채 ETF,https://www.mk.co.kr/article/10758380,"[""상장지수펀드"", ""회사채"", ""만기매칭형"", ""수익률"", ""ETF"", ""채권"", ""자산액"", ""디지털"", ""투자"", ""안정성""]",ACE 23-12 회사채(AA-이상)액티브 한국투자신탁운용은 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 ‘ACE 23-12 회사채(AA-이상)액티브’ ETF를 제시했다. ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF다.... ,한투운용,12.0,8.5,2.0,2023-06-14,12.0,ACE 23-12 회사채(AA-이상)액티브 사진=한국투자신탁운용한국투자신탁운용은 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 ‘ACE 23-12 회사채(AA-이상)액티브’ ETF를 제시했다.ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF다. 기존 채권형 ETF와 달리 만기 시점에 자동 청산되는 것이 특징이다.상품명에 표기된 숫자 ‘23-12’은 청산 시점이 2023년 12월이란 뜻이다. 해당 시점에 투자자는 원금과 함께 이자수익을 받을 수 있다. 12일 기준 해당 ETF의 만기수익률(YTM)은 연 4.08%로 동일 만기시점(23-12) ETF 중 가장 높다.만기가 내년인 ‘ACE 24-12 회사채(AA-이상)액티브’ ETF도 있다. 해당 ETF의 YTM은 연 4.28%로 국내 상장 만기매칭형 ETF 14개 중 가장 높은 수준이다.두 ETF의 순자산액은 올해 들어 각각 250% 이상 증가했다. 지난 5일 기준 두 상품 합산 순자산액 3000억원 돌파했다.김찬영 한국투자신탁운용 디지털ETF마케팅본부장은 “만기매칭형 ETF는 일반적인 ETF에 실물 채권 투자의 장점을 더한 상품으로 수익성과 안정성을 동시에 추구할 수 있다”고 밝혔다.,2023-06-13 09:32:00,6.0,True
351,회사채,회사채,2023-06-13,뉴시스,"한투운용, ACE 만기매칭형 회사채 ETF 추천",http://www.newsis.com/view/?id=NISX20230613_0002337150&cID=15001&pID=15000,"[""한국투자신탁운용"", ""ETF"", ""회사채"", ""만기매칭형"", ""AA-이상"", ""액티브"", ""YTM"", ""순자산액"", ""디지털ETF마케팅본부장"", ""수익성""]",한국투자신탁운용은 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 'ACE 23-12 회사채(AA-이상)액티브' 상장지수펀드(ETF)를 제시했다. ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF다. 기존 채권형 ETF와... ,한투운용,12.0,8.0,2.0,2023-06-14,12.0," *재판매 및 DB 금지[서울=뉴시스] 강수윤 기자 = 한국투자신탁운용은 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 'ACE 23-12 회사채(AA-이상)액티브' 상장지수펀드(ETF)를 제시했다.ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF다. 기존 채권형 ETF와 달리 만기 시점에 자동 청산되는 것이 특징이다.상품명에 표기된 숫자 '23-12'는 청산 시점이 올해 12월이란 뜻이다. 해당 시점에 투자자는 원금과 함께 이자수익을 받을 수 있다. 12일 기준 해당 ETF의 만기수익률(YTM)은 연 4.08%로 동일 만기시점(23-12) ETF 중 가장 높다.만기가 내년인 'ACE 24-12 회사채(AA-이상)액티브' ETF도 있다. 이 ETF의 YTM은 연 4.28%로 국내 상장 만기매칭형 ETF 14개 중 가장 높은 수준이다.두 ETF의 순자산액은 올해 들어 각각 250% 이상 증가했다. 지난 5일 기준 두 상품 합산 순자산액 3000억원 돌파했다.김찬영 한국투자신탁운용 디지털ETF마케팅본부장은 ""만기매칭형 ETF는 일반적인 ETF에 실물 채권 투자의 장점을 더한 상품으로 수익성과 안정성을 동시에 추구할 수 있다""고 말했다．",2023-06-13 14:49:00,0.0,True
352,회사채,회사채,2023-06-13,산업경제,"한투운용, 연말 만기매칭형 ETF 추천…""수익성·안정성 동시 추구""",https://www.ebn.co.kr/news/view/1580640/?sc=Naver,"""한투운용"", ""연말 만기매칭형 ETF"", ""안정성"", ""수익성"", ""ACE 23-12 회사채(AA-이상)액티브""","한국투자신탁운용은 13일 올 연말까지 담아두기 좋은 상장지수펀드(ETF)로 'ACE 23-12 회사채(AA-이상)액티브'를 제시했다. ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF로, 기존 채권형 ETF와 달리 만기 시점에... ",한투운용,12.0,8.0,0.0,2023-06-14,12.0,,2023-06-13 10:56:00,85.0,True
353,회사채,유상증자,2023-06-14,kormedi.com,"에스디바이오센서, 3104억원 규모 일반공모 유상증자 실시",https://kormedi.com/?p=1596474,"[""에스디바이오센서"", ""일반공모 유상증자"", ""메리디안바이오사이언스 인수"", ""콜럼버스홀딩컴퍼니 주식""]","체외진단 전문기업 에스디바이오센서( 각자대표 이효근, 허태영)는 13일 공시를 통해 3104억원 규모의 일반공모 유상증자를 실시한다고 밝혔다. 유상증자로 모집하는 자금은 운영자금 522억 원, 타법인 증권... ",에스디바이오센서,9.0,8.0,3.0,2023-06-14,9.0,"SD바이오센서 CI체외진단 전문기업 에스디바이오센서( 각자대표 이효근, 허태영)는 13일 공시를 통해 3104억원 규모의 일반공모 유상증자를 실시한다고 밝혔다.  유상증자로 모집하는 자금은 운영자금 522억 원, 타법인 증권 취득자금 2582억 원 등으로 나뉜다.  타법인 증권 취득자금은 미국 기업 콜럼버스홀딩컴퍼니 주식 1만9048주를 취득하는 데 모두 사용된다. 콜럼버스홀딩컴퍼니는 에스디바이오센서가 메리디안바이오사이언스를 인수하기 위해 설립한 특수목적법인이다. 에스디바이오센서는 올해 2월 메리디안 바이오사이언스를  15억3220만달러(약 2조원)에 인수한 바 있다.  일반공모 유상증자 예정발행주식수는 2000만 주이며, 예정발행가액은 1만5520원이다. 청약예정일은 7월 25~26일, 주금납입일은 7월 28일이며 신주 상장예정일은 8월 11일이다  에스디바이오센서는 이번에 조달된 자금을 메리디안 바이오사이언스 인수금융차입금 2억 불(원화 약 2700억 원) 상환에 사용할 예정이다.  회사측은 ""인수금융차입금 상환 후 예상되는 부채비율은 38%로 23년 1분기 기준 13%p 감소, 이자비용은 연간 약 217억원 절감될 것으로 예상한다""며 ""장기성장을 위한 재무안정성 확보를 위해 일반공모 유상증자를 추진했다""고 말했다. ",2023-06-14 05:26:00,64.0,True
354,회사채,유상증자,2023-06-13,머니투데이,"에스디바이오센서, 유상증자 추진…""메리디안 인수금융 상환 목적""",http://news.mt.co.kr/mtview.php?no=2023061318064979285,"[""에스디바이오센서"", ""유상증자"", ""메리디안 인수금융"", ""이자비용"", ""인수"", ""조달"", ""주식수"", ""NH증권"", ""자금"", ""부채비율""]",체외진단 전문기업 에스디바이오센서는 미국 메리디안 바이오사이언스(Meridian Bioscience) 인수금융 차입금 일부를 상환하기 위해 유상증자를 실시한다고 13일 공시했다. 에스디바이오센서는 올해 2월 메리디안... ,에스디바이오센서,9.0,8.0,3.0,2023-06-14,9.0,"""이자비용 연간 217억원 절감 기대""체외진단 전문기업 에스디바이오센서는 미국 메리디안 바이오사이언스(Meridian Bioscience) 인수금융 차입금 일부를 상환하기 위해 유상증자를 실시한다고 13일 공시했다.  에스디바이오센서는 올해 2월 메리디안 바이오사이언스 인수를 완료했다. 인수금액 15억3220만달러(약 2조원) 중 인수금융으로는 5억달러(약 6380억원)를 조달하기로 했다. 에스디바이오센서는 이번 일반공모 방식의 유상증자를 통해 3104억원을 조달할 계획이다. 이번 일반공모 유상증자의 예정 발행주식수는 2000만주이며, 예정 발행가액은 1만5520원이다. 청약예정일은 7월 25~26일, 주금납입일은 7월 28일이다. 에스디바이오센서는 대표주관사로 NH증권을 선정했다. 조달된 자금은 메리디안 바이오사이언스 인수금융 차입금 중 일부인 2억달러(2700억원) 상환에 사용할 방침이다. 메리디안 바이오사이언스도 이날 2582억원 규모 주주배정 유상증자를 실시한다고 공시했다. 메리디안 바이오사이언스는 에스디바이오센서의 100% 자회사다. 취득 예정일은 7월 29일이다.  에스디바이오센서 관계자는 ""인수금융차입금 상환 후 예상되는 부채비율은 38%로 올 1분기 기준 13%포인트 감소, 이자비용은 연간 약 217억원 절감될 것으로 예상한다""며 ""장기성장을 위한 재무안정성 확보를 위해 일반공모 유상증자를 추진했다""고 전했다.",2023-06-13 19:19:00,60.0,False
355,회사채,유상증자,2023-06-13,뉴스1,"인디에프, 40억원 규모 유상증자 소식에 급등[특징주]",https://www.news1.kr/articles/5074971,"[""인디에프"", ""유상증자"", ""급등"", ""의류브랜드"", ""조이너스"", ""꼼빠니아"", ""트루젠"", ""채무상환"", ""운영자금"", ""글로벌세아다""]",인디에프는 전날 채무상환과 운영자금 마련을 위해 약 40억원 규모의 유상증자를 결정했다고 공시했다. 제3자배정 대상자는 최대주주인 글로벌세아다. 주당 916원에 보통주 440만주가 새로 발행된다.,인디에프,6.0,10.0,2.0,2023-06-14,6.0,"인디에프 홈페이지 갈무리.(서울=뉴스1) 공준호 기자 = 인디에프(014990) 주가가 40억원 규모의 자금을 조달한다는 소식에 장 초반 급등세다.13일 오전 9시22분 현재 인디에프 주가는 전날보다 290원(28.43%) 오른 1310원에 거래되고 있다. 한때 상한가 1326원까지 올랐지만 소폭 내린 상태다. 인디에프는 조이너스, 꼼빠니아, 트루젠 등 의류브랜드를 보유한 패션기업이다.인디에프는 전날 채무상환과 운영자금 마련을 위해 약 40억원 규모의 유상증자를 결정했다고 공시했다. 제3자배정 대상자는 최대주주인 글로벌세아다. 주당 916원에 보통주 440만주가 새로 발행된다.",2023-06-13 09:29:00,9.0,False
356,회사채,유상증자,2023-06-13,국제뉴스,'3자배정 유상증자' 인디에프 주가 25%대 상승,https://www.gukjenews.com/news/articleView.html?idxno=2740171,"[""인디에프"", ""제3자배정 유상증자"", ""주가 상승"", ""글로벌세아"", ""채무상환자금""]",인디에프는 40억 원대 제3자배정 유상증자 소식을 전했다. 인디에프는 전날 열린 이사회에서 채무상환자금과 운영자금 등 40억3000만원을 조달하기 위해 최대주주인 글로벌세아를 대상으로 제3자 배정 유상증자를... ,인디에프,6.0,8.0,2.0,2023-06-14,6.0,,2023-06-13 10:06:00,74.0,True
357,회사채,유상증자,2023-06-13,뉴시스,"네이처셀, 50억 규모 제3자 배정 유상증자",http://www.newsis.com/view/?id=NISX20230613_0002336901&cID=10403&pID=15000,"[네이처셀], [제3자 배정 유상증자], [운영자금], [라정찬 대표이사], [투자자], [의향], [납입능력], [시기], [이사회], [목적 달성]","네이처셀은 운영자금 50억원 조달을 위해 제3자 배정 유상증자를 결정했다고 13일 공시했다. 주당 1만원에 보통주 50만주가 발행되며 제3자 배정 대상자는 라정찬 대표이사다. 네이처셀은 ""회사의 경영상 목적 달성과... ",네이처셀,3.0,8.0,2.0,2023-06-14,3.0,"[서울=뉴시스] 박은비 기자 = 네이처셀은 운영자금 50억원 조달을 위해 제3자 배정 유상증자를 결정했다고 13일 공시했다. 주당 1만원에 보통주 50만주가 발행되며 제3자 배정 대상자는 라정찬 대표이사다.네이처셀은 ""회사의 경영상 목적 달성과 운영자금의 신속한 조달을 위해 투자자 의향, 납입능력과 시기 등을 고려해 이사회에서 (제3자 배정 대상자를) 선정했다""고 설명했다.",2023-06-13 11:52:00,58.0,False
358,회사채,회사채,2023-06-13,대한경제,"[공시] S-Oil, 회사채 수요예측 흥행에 조달 규모 확대",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202306131726324920424,"""공시"", ""회사채"", ""수요예측"", ""발행조건"", ""단순경쟁률""","정정 사유는 수요예측 결과에 따른 발행조건 확정이다. 이번 3종의 회사채 수요예측 결과를 보면 단순경쟁률은 각각 5.73대 1, 2.5대 1, 2.8대 1을 기록했다. 자금의 사용목적은 만기 도래 회사채 상환이다. realsound@",s-oil,2.0,8.0,2.0,2023-06-14,2.0,,2023-06-13 17:32:00,95.0,False
359,회사채,유상증자,2023-06-14,데일리메디,"SD바이오센서 ""3100억 유상증자 추진""",https://www.dailymedi.com/news/news_view.php?wr_id=898755,"""SD바이오센서"", ""3100억 유상증자"", ""미국 메리디안 바이오사이언스"", ""인수금융 차입금"", ""상환""",﻿﻿에스디바이오센서(이효근·허태영)가 미국 메리디안 바이오사이언스(Meridian Bioscience) 인수금융 차입금 일부를 상환하기 위해 유상증자를 실시한다고 13일 공시했다. 에스디바이오센서는 올해 2월 메리디안... ,sd바이오센서,2.0,8.0,2.0,2023-06-14,2.0,,2023-06-14 05:44:00,87.0,True
360,회사채,회사채 공모,2023-06-13,더벨,"[더벨]'아웃룩 긍정적' S-OIL, 회사채 조단위 수요 모았다",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202306091537171280104624,"""아웃룩 긍정적"", ""회사채 발행"", ""수요예측"", ""투자수요"", ""신용등급 전망""",S-OIL이 공모 회사채 발행을 위한 수요예측에서 흥행에 성공했다. 모집금액 대비 네 배가 넘는 조 단위의 투자수요를 확보했다. 앞서 신용등급 전망에 '긍정적'을 달면서 사실상 'AA+'에 준하는 결과를 얻었다.... ,s-oil,2.0,8.0,2.0,2023-06-14,2.0,,2023-06-13 07:22:00,19.0,True
361,회사채,유상증자,2023-06-14,비즈조선,‘물광 테라피’ 기업 에이피알에 베팅한 CJ ENM…1조 기업가치 인정 유상증자,https://biz.chosun.com/stock/stock_general/2023/06/14/2ZMWBPIB5JALRPHEOXA2Q2OYDU/?utm_source=naver&utm_medium=original&utm_campaign=biz,"[""에이피알"", ""유상증자"", ""뷰티테크"", ""기업가치"", ""더마EMS"", ""에이지알"", ""물광 테라피"", ""매출액"", ""영업이익"", ""비상장주식거래""]",제3자배정 유상증자 참여 1주당 13만7600원으로 7268주 발행 장외시장에서 1조원 넘는 기업가치로 상장을 준비하는 뷰티테크 기업 에이피알에 CJ 그룹이 10억원을 투자한다. 14일 금융감독원에 따르면... ,cjenm,1.0,8.5,2.0,2023-06-14,1.0,"제3자배정 유상증자 참여 1주당 13만7600원으로 7268주 발행        장외시장에서 1조원 넘는 기업가치로 상장을 준비하는 뷰티테크 기업 에이피알에 CJ 그룹이 10억원을 투자한다.뷰티테크 기업 에이피알의 홈 뷰티 디바이스 더마EMS / 사진 = 에이피알 제공        14일 금융감독원에 따르면 에이피알은 CJ ENM을 대상으로 10억7만6800원의 제3자배정유상증자를 결정해 공시했다. 보통주 7268주를 1주당 13만7600원으로 배정했다.유상증자 후 신주 배정이 끝나면 총 주식수는 727만5378주다. CJ ENM이 배정받은 주가로 평가한 기업가치는 1조10억9201만2800원이며 CJ ENM의 지분율은 0.09%다.에이피알은 뷰티케어 디바이스 에이지알(AGE-R)로 유명한 곳이다. 에이지알 매출이 늘면서 지난해 사상 최대 매출액과 영업이익을 기록했다. 에이지알은 피부 각질층에 미세 구멍을 뚫어 화장품 흡수를 돕는 제품으로 피부과에 가지 않고도 시술할 수 있다. 일명 ‘물광 테라피’로 불리는 것을 집에서 할 수 있어 중장년층 여성들에게 인기를 끌었다.에이피알의 사업보고서에 따르면 지난해 에이피알의 영업이익은 392억2847만원으로 전년 142억7315만원보다 2.7배 늘었다. 같은 기간 매출액도 2591억4614만원에서 3976억9811만원으로 1.5배가량 증가했다.비상장주식거래 플랫폼 증권플러스 비상장에 따르면 에이피알의 현재 비상장시장 주가는 12만2000원, 이 주가를 반영한 시총은 8867억원이다.",2023-06-14 16:20:00,68.0,False
362,회사채,회사채,2023-06-14,www.womaneconomy.co.kr,깨어나는 투자심리 우량 회사채로 '진격'···건설사 앞에선 '멈칫',https://www.womaneconomy.co.kr/news/articleView.html?idxno=217409,"[""투자심리"", ""우량 회사채"", ""건설사"", ""공모 회사채 발행시장"", ""자금조달""]",13일 금융투자업계에 따르면 최근 에쓰오일과 HD현대오일뱅크가 수요예측에서 잭폿을 터뜨린 가운데 주요 증권사들이 5개월 만에 공모 회사채 발행시장에서 자금조달에 나선다. 공모 회사채 발행시장은 KT(AAA)... ,우량회사채,1.0,8.5,2.0,2023-06-14,1.0,,2023-06-14 16:28:00,59.0,False
363,회사채,회사채,2023-06-14,연합인포맥스,"신용등급 강등에 FCF 부담…LGD, 만기 회사채 '현금 상환'",http://news.einfomax.co.kr/news/articleView.html?idxno=4269790,"[""신용등급 강등"", ""FCF 부담"", ""LGD"", ""회사채"", ""현금 상환""]",김경림 박준형 기자 = LG디스플레이가 이달 만기 도래하는 회사채를 전액 현금 상환하기로 결정했다.... 지난 13일 기준 LG디스플레이 3년물 회사채의 개별민평금리는 5.323%다. 신용등급 'A'의 등급 수익률 대비 12.... ,lgd,1.0,8.5,2.0,2023-06-14,1.0,,2023-06-14 08:38:00,29.0,False
364,회사채,영구채,2023-06-14,더벨,[더벨][LCC 생존 재무전략]제주항공이 3년간 반복한 두 가지 '유증과 영구채',https://www.thebell.co.kr/free/content/ArticleView.asp?key=202306081443007440104525,"""제주항공"", ""유증과 영구채"", ""조달"", ""자본증권"", ""자본잉여금""",차례의 영구채(영구CB)를 발행해 총 464억원을 조달한다. 사채이지만 만기가 30년 이상이고 발행사가 만기를 연장할 권한을 가진 까닭에 자본증권으로 분류되는 영구채는 자본잉여금을 늘리는 효과를 낸다. 이에... ,제주항공,1.0,8.5,2.0,2023-06-14,1.0,,2023-06-14 07:42:00,7.0,False
365,회사채,영구채,2023-06-14,더벨,[더벨][CFO 워치/진에어]곽주호 상무의 영구채 조기상환 셈법은,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202306121547015560107241,"""진에어"", ""CFO"", ""영구채"", ""상환"", ""리파이낸싱""",일종인 영구채의 발행이었다. 진에어의 CFO를 맡고 있는 곽주호 인사재무본부장 상무는 지난해 영구채의 리파이낸싱을 통해 자본 규모를 최대한 유지하고 이자부담을 억제한 바 있다. 올해는 다시 발행한 영구채의... ,진에어,1.0,8.5,2.0,2023-06-14,1.0,,2023-06-14 07:42:00,4.0,False
366,회사채,회사채 공모,2023-06-13,더벨,"[더벨]신세계, 공모채로 4000억 도전 '역대 최대'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202306021512089440104831,"""신세계"", ""공모 회사채"", ""4000억원"", ""조달"", ""우량""",신세계가 공모 회사채를 발행해 최대 4000억원 조달에 도전한다. 지난 1월 이후 약 다섯 달 만이다. 조달에 성공할 경우 신세계의 회사채 발행 사상 최대 규모가 된다. 우수한 사업 경쟁력을 기반으로 'AA0'의 우량... ,신세계,1.0,8.5,1.0,2023-06-14,1.0,,2023-06-13 15:28:00,18.0,False
367,회사채,회사채,2023-06-13,한국금융,한국투자신탁운용 “연말까지 수익성·안정성 둘 다 추구하려면 ‘이 ETF’ 사...,http://www.fntimes.com/html/view.php?ud=2023061319420420969249a1ae63_18,"""한국투자신탁운용"", ""ETF"", ""안정성"", ""수익성"", ""회사채""","‘ACE 23-12 회사채(AA-이상) 액티브’ ETF 연말 자동 청산… 원금과 이자 수익 ‘동시에’ 만기수익률... ‘ACE 23-12 회사채(AA-이상) 액티브’ ETF다. 한국투자신탁운용은 13일, 연말까지 담아두기 좋은 ETF로 ACE 23-12... ",한국투자신탁운용,1.0,8.5,0.0,2023-06-14,1.0,,2023-06-13 19:48:00,99.0,False
368,회사채,회사채,2023-06-14,뉴시스,"폭스바겐파이낸셜, 1000억 사채 발행…할부·리스 '숨통'",http://www.newsis.com/view/?id=NISX20230613_0002337582&cID=13001&pID=13000,"[폭스바겐파이낸셜], [회사채 발행], [할부금융], [리스서비스], 자동차할부, 딜러, 자동차 매입, 운용 자금, 은행 차입금, 이자율",만에 회사채를 발행한다. 14일 금융감독원 전자공시에 따르면 폭스바겐파이낸셜은 지난 13일 1000억원 규모의 3년 만기 회사채를 발행했다. 유럽 최대 자동차금융 회사인 폭스바겐파이낸셜서비스AG의 100% 자회사인... ,폭스바겐파이낸셜,1.0,8.5,0.0,2023-06-14,1.0,"폭스바겐·아우디 등에 할부금융 제공2021년 이어 회사채 발행 자금 조달[서울=뉴시스] 2023년형 티구안 올스페이스.(사진=폭스바겐코리아) 2023.2.15 photo@newsis.com *재판매 및 DB 금지[서울=뉴시스]유희석 기자 = 한국에서 폭스바겐과 아우디, 벤틀리 등 폭스바겐그룹 산하 수입차에 할부금융과 리스서비스를 제공하는 금융회사 폭스바겐파이낸셜서비스코리아(이하 폭스바겐파이낸셜)이 2년 만에 회사채를 발행한다. 14일 금융감독원 전자공시에 따르면 폭스바겐파이낸셜은 지난 13일 1000억원 규모의 3년 만기 회사채를 발행했다.유럽 최대 자동차금융 회사인 폭스바겐파이낸셜서비스AG의 100% 자회사인 폭스바겐파이낸셜은 한국에서 폭스바겐, 아우디, 만트럭, 벤틀리, 포르쉐, 두카티 등 폭스바겐그룹 산하 브랜드에 대한 할부금융 및 리스서비스를 하고 있다. 폭스바겐파이낸셜이 회사채를 발행한 것은 2015년 4월 1500억원, 2021년 4월 1300억원에 이어 이번이 3번째다. 당시 이자율은 1.8~2.1% 수준이었다. 하지만 이번 회사채 이자율은 4.9% 이상으로 종전보다 2배 이상 올랐다. 폭스바겐파이낸셜의 차입부채는 지난 3월 말 기준 1조3319억원이었다. 이 가운데 은행 차입금이 1조2020억원으로 대부분을 차지한다. 회사채는 1299억원 정도다. 이번 회사채 발행까지 감안하면 사채를 통한 차입은 2000억원 이상으로 늘어난다. 이번 회사채 발행으로 조달한 자금은 운영자금에 주로 사용된다. 폭스바겐파이낸셜은 ""이번에 조달한 자금은 자동차할부나 리스, 딜러의 자동차 매입 자금과 운용 자금 등에 쓸 예정""이라고 밝혔다．",2023-06-14 08:11:00,66.0,False
369,회사채,회사채,2023-06-13,www.ftoday.co.kr,[오늘의 증권가 소식] 키움증권 外,http://www.ftoday.co.kr/news/articleView.html?idxno=304017,"""한국투자신탁운용"", ""상장지수펀드"", ""회사채"", ""ETF"", ""ACE 23-12""","◆ 한투운용, ACE 만기매칭형 회사채 ETF 추천 한국투자신탁운용은 연말까지 담아두기 좋은 상장지수펀드(ETF)로 'ACE 23-12 회사채(AA-이상)액티브'를 13일 제시했다. ACE 23-12 회사채(AA-이상)액티브는 만기채권형 ETF로... ",키움증권,1.0,8.5,0.0,2023-06-14,1.0,,2023-06-13 17:42:00,52.0,False
370,회사채,메자닌,2023-06-14,더벨,"[더벨][인사이드 헤지펀드]포커스운용, 신한은행에 낙점…신규 출자 쾌거",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202306091321592280109492,"""포커스운용"", ""신한은행"", ""출자"", ""메자닌"", ""운용 성과""",메자닌 특화 하우스로 안정적인 운용 성과를 나타내면서 신한은행의 출자를 이끌어낸 것으로 보인다.... 신한은행은 2021년 고유계정으로 투자한 주식형 펀드의 변동성이 높아지자 메자닌(Mezzanine) 펀드를 고유계정... ,포커스운용,1.0,8.5,0.0,2023-06-14,1.0,,2023-06-14 08:22:00,20.0,False
371,회사채,유상증자,2023-06-14,한국경제,"대성창투, 유상증자 발행가액 1659원 확정[주목 e공시]",https://www.hankyung.com/finance/article/2023061480986,"""대성창투"", ""유상증자"", ""발행가액"", ""기명식 보통주"", ""확정"", ""공시"", ""주목"", ""1400만주"", ""발행"", ""예정""",대성창투는 유상증자 발행가액이 1659원으로 확정됐다고 14일 공시했다. 회사는 기명식 보통주 1400만주를 발행할 예정이다.,대성창투,1.0,8.0,2.0,2023-06-14,1.0,대성창투는 유상증자 발행가액이 1659원으로 확정됐다고 14일 공시했다.회사는 기명식 보통주 1400만주를 발행할 예정이다.,2023-06-14 09:32:00,92.0,False
372,회사채,회사채,2023-06-14,딜사이트,"삼성SDI, 회사채 2200억원 만기…차환이냐 상환이냐",https://dealsite.co.kr/articles/105211,"[""삼성SDI"", ""회사채"", ""재무전략"", ""공모조달"", ""LG에너지솔루션""]",2021년 CFO 교체 이후 보수적 재무전략 방점…5년째 공모조달 '무소식' 삼성SDI가 지난 2018년 발행한 2200억원 규모 회사채 만기가 오는 9월 돌아온다. 최근 경쟁사인 LG에너지솔루션이 설립 이후 첫 회사채 발행을... ,삼성sdi,1.0,8.0,2.0,2023-06-14,1.0,,2023-06-14 06:22:00,57.0,False
373,회사채,회사채,2023-06-14,이코노믹리뷰,"회사채 시장 복귀한 에쓰오일, 과제는 '판로'",https://www.econovill.com/news/articleView.html?idxno=614316,"[""에쓰오일"", ""신용등급 전망 상향 조정"", ""회사채 시장"", ""수요예측"", ""투자""]","S-Oil(에쓰오일, 010950)이 신용등급 전망 상향 조정으로 1년4개월여만에 회사채 시장에 무사 복귀했다.... 14일 투자은행(IB)업계에 따르면 에쓰오일은 지난 9일 2400억원 회사채 수요예측에서 총 1조1000억원의 투자... ",에쓰오일,1.0,8.0,2.0,2023-06-14,1.0,,2023-06-14 09:16:00,53.0,False
